Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A
02/02/14,Atalanta,Napoli,H,4.33,3.4,1.85
02/02/14,Catania,Livorno,D,1.91,3.4,4.0
02/02/14,Chievo,Lazio,A,3.1,3.1,2.4
02/02/14,Juventus,Inter,H,1.4,4.5,7.5
02/02/14,Sassuolo,Verona,A,2.38,3.2,3.0
03/02/14,Genoa,Sampdoria,A,2.5,3.2,2.88
08/02/14,Fiorentina,Atalanta,H,1.44,4.33,7.0
08/02/14,Napoli,Milan,H,2.0,3.4,3.75
08/02/14,Udinese,Chievo,H,1.83,3.4,4.5
09/02/14,Inter,Sassuolo,H,1.33,4.75,10.0
09/02/14,Lazio,Roma,D,3.75,3.4,2.0
09/02/14,Livorno,Genoa,A,2.4,3.2,3.0
09/02/14,Parma,Catania,D,1.57,3.6,6.5
09/02/14,Sampdoria,Cagliari,H,2.1,3.25,3.5
09/02/14,Torino,Bologna,A,1.57,3.75,6.0
09/02/14,Verona,Juventus,D,8.0,4.5,1.4
14/02/14,Milan,Bologna,H,1.33,5.0,9.0
15/02/14,Fiorentina,Inter,A,2.1,3.4,3.4
16/02/14,Atalanta,Parma,A,2.5,3.25,2.8
16/02/14,Cagliari,Livorno,A,1.75,3.4,5.0
16/02/14,Catania,Lazio,H,3.3,3.2,2.25
16/02/14,Genoa,Udinese,D,2.75,3.1,2.63
16/02/14,Juventus,Chievo,H,1.14,7.5,17.0
16/02/14,Roma,Sampdoria,H,1.33,5.0,9.0
16/02/14,Sassuolo,Napoli,A,6.0,3.8,1.57
17/02/14,Verona,Torino,A,2.3,3.3,3.1
22/02/14,Bologna,Roma,A,7.0,4.0,1.5
23/02/14,Chievo,Catania,H,2.15,3.1,3.6
23/02/14,Inter,Cagliari,D,1.44,4.2,7.5
23/02/14,Juventus,Torino,H,1.22,6.0,12.0
23/02/14,Lazio,Sassuolo,H,1.44,4.2,7.5
23/02/14,Livorno,Verona,A,2.38,3.25,3.0
23/02/14,Sampdoria,Milan,A,3.2,3.2,2.3
23/02/14,Udinese,Atalanta,D,1.75,3.4,5.0
24/02/14,Napoli,Genoa,D,1.29,5.0,12.0
24/02/14,Parma,Fiorentina,D,2.4,3.2,3.0
01/03/14,Roma,Inter,D,1.62,3.8,5.5
02/03/14,Atalanta,Chievo,H,2.05,3.25,3.75
02/03/14,Cagliari,Udinese,H,2.38,3.2,3.0
02/03/14,Fiorentina,Lazio,A,1.91,3.3,4.2
02/03/14,Genoa,Catania,H,2.1,3.25,3.6
02/03/14,Livorno,Napoli,D,6.0,4.0,1.53
02/03/14,Milan,Juventus,A,3.6,3.5,2.0
02/03/14,Sassuolo,Parma,A,3.5,3.4,2.05
02/03/14,Torino,Sampdoria,A,1.83,3.25,4.75
02/03/14,Verona,Bologna,D,1.91,3.5,4.0
08/03/14,Catania,Cagliari,D,2.2,3.25,3.3
08/03/14,Udinese,Milan,H,3.0,3.25,2.38
09/03/14,Bologna,Sassuolo,D,1.91,3.4,4.0
09/03/14,Chievo,Genoa,H,2.1,3.2,3.6
09/03/14,Inter,Torino,H,1.57,4.0,5.5
09/03/14,Juventus,Fiorentina,H,1.4,4.6,7.5
09/03/14,Lazio,Atalanta,A,1.57,3.8,6.0
09/03/14,Napoli,Roma,H,2.2,3.3,3.3
09/03/14,Parma,Verona,H,1.73,3.7,4.6
09/03/14,Sampdoria,Livorno,H,1.75,3.4,5.0
15/03/14,Verona,Inter,A,3.25,3.4,2.15
16/03/14,Atalanta,Sampdoria,H,2.25,3.2,3.3
16/03/14,Cagliari,Lazio,A,2.75,3.1,2.63
16/03/14,Fiorentina,Chievo,H,1.53,4.0,6.0
16/03/14,Genoa,Juventus,A,7.0,4.33,1.44
16/03/14,Livorno,Bologna,H,2.2,3.2,3.4
16/03/14,Milan,Parma,A,1.8,3.6,4.33
16/03/14,Sassuolo,Catania,H,2.2,3.2,3.4
17/03/14,Roma,Udinese,H,1.36,4.5,9.5
17/03/14,Torino,Napoli,A,3.4,3.3,2.15
22/03/14,Chievo,Roma,A,6.5,3.6,1.57
22/03/14,Torino,Livorno,H,1.62,3.6,6.0
23/03/14,Bologna,Cagliari,H,2.3,3.1,3.25
23/03/14,Catania,Juventus,A,8.0,4.5,1.4
23/03/14,Inter,Atalanta,A,1.44,4.2,7.5
23/03/14,Lazio,Milan,D,2.5,3.2,2.88
23/03/14,Napoli,Fiorentina,A,1.83,3.5,4.33
23/03/14,Parma,Genoa,D,1.57,3.75,6.0
23/03/14,Sampdoria,Verona,H,2.0,3.3,3.8
23/03/14,Udinese,Sassuolo,H,1.62,3.6,6.0
25/03/14,Roma,Torino,H,1.4,4.5,8.0
26/03/14,Atalanta,Livorno,H,1.83,3.4,4.5
26/03/14,Cagliari,Verona,H,2.1,3.25,3.5
26/03/14,Catania,Napoli,A,4.75,3.6,1.75
26/03/14,Chievo,Bologna,H,2.1,3.0,4.0
26/03/14,Fiorentina,Milan,A,2.2,3.3,3.25
26/03/14,Genoa,Lazio,H,3.0,3.2,2.4
26/03/14,Juventus,Parma,H,1.33,5.0,9.0
26/03/14,Sassuolo,Sampdoria,A,2.6,3.2,2.75
27/03/14,Inter,Udinese,D,1.67,3.75,5.0
29/03/14,Bologna,Atalanta,A,2.3,3.1,3.25
29/03/14,Milan,Chievo,H,1.4,4.5,8.0
30/03/14,Lazio,Parma,H,2.1,3.3,3.5
30/03/14,Napoli,Juventus,H,2.8,3.3,2.5
30/03/14,Sampdoria,Fiorentina,D,2.88,3.2,2.5
30/03/14,Sassuolo,Roma,A,7.0,3.75,1.53
30/03/14,Torino,Cagliari,H,1.85,3.4,4.33
30/03/14,Verona,Genoa,H,2.2,3.2,3.4
31/03/14,Livorno,Inter,D,4.0,3.5,1.91
31/03/14,Udinese,Catania,H,1.73,3.5,5.0
02/04/14,Roma,Parma,H,1.4,4.75,7.0
05/04/14,Chievo,Verona,A,2.38,3.1,3.1
05/04/14,Inter,Bologna,D,1.36,4.5,9.0
06/04/14,Atalanta,Sassuolo,A,1.8,3.6,4.33
06/04/14,Cagliari,Roma,A,6.0,3.6,1.62
06/04/14,Catania,Torino,A,2.5,3.2,2.88
06/04/14,Fiorentina,Udinese,H,1.65,3.75,5.25
06/04/14,Lazio,Sampdoria,H,1.75,3.5,4.75
06/04/14,Parma,Napoli,H,3.0,3.25,2.38
07/04/14,Genoa,Milan,A,3.8,3.3,2.0
07/04/14,Juventus,Livorno,H,1.14,7.5,17.0
12/04/14,Roma,Atalanta,H,1.33,4.75,10.0
12/04/14,Sassuolo,Cagliari,D,2.5,3.1,2.9
13/04/14,Bologna,Parma,D,3.1,3.3,2.3
13/04/14,Livorno,Chievo,A,2.3,3.1,3.2
13/04/14,Milan,Catania,H,1.33,5.25,8.0
13/04/14,Napoli,Lazio,H,1.62,4.0,5.25
13/04/14,Sampdoria,Inter,A,3.2,3.3,2.25
13/04/14,Torino,Genoa,H,1.83,3.4,4.5
13/04/14,Verona,Fiorentina,A,3.2,3.3,2.25
14/04/14,Udinese,Juventus,A,5.5,3.8,1.62
19/04/14,Atalanta,Verona,A,2.05,3.1,4.0
19/04/14,Catania,Sampdoria,H,2.2,3.4,3.2
19/04/14,Chievo,Sassuolo,A,2.0,3.3,3.75
19/04/14,Fiorentina,Roma,A,3.1,3.4,2.25
19/04/14,Genoa,Cagliari,A,2.2,3.1,3.5
19/04/14,Juventus,Bologna,H,1.17,7.0,15.0
19/04/14,Lazio,Torino,D,1.8,3.3,4.75
19/04/14,Milan,Livorno,H,1.25,5.5,12.0
19/04/14,Parma,Inter,A,2.4,3.3,2.88
19/04/14,Udinese,Napoli,D,3.5,3.5,2.05
25/04/14,Roma,Milan,H,1.8,3.75,4.2
26/04/14,Bologna,Fiorentina,A,3.4,3.4,2.1
26/04/14,Inter,Napoli,D,2.25,3.4,3.1
27/04/14,Atalanta,Genoa,D,2.2,3.25,3.3
27/04/14,Cagliari,Parma,H,3.0,3.25,2.38
27/04/14,Livorno,Lazio,A,3.1,3.4,2.25
27/04/14,Sampdoria,Chievo,H,2.4,3.1,3.1
27/04/14,Torino,Udinese,H,1.91,3.25,4.33
27/04/14,Verona,Catania,H,2.2,3.5,3.1
28/04/14,Sassuolo,Juventus,A,7.0,4.75,1.4
04/05/14,Catania,Roma,H,6.5,4.5,1.44
04/05/14,Chievo,Torino,A,2.75,3.2,2.6
04/05/14,Genoa,Bologna,D,2.5,3.2,2.88
04/05/14,Milan,Inter,H,2.4,3.4,2.8
04/05/14,Parma,Sampdoria,H,1.5,3.75,7.5
04/05/14,Udinese,Livorno,H,1.83,3.6,4.2
05/05/14,Juventus,Atalanta,H,1.17,7.0,15.0
05/05/14,Lazio,Verona,D,1.62,4.0,5.25
06/05/14,Fiorentina,Sassuolo,A,1.65,4.0,4.75
06/05/14,Napoli,Cagliari,H,1.44,4.33,7.0
10/05/14,Inter,Lazio,H,1.73,3.75,4.5
10/05/14,Verona,Udinese,D,2.2,3.5,3.1
11/05/14,Atalanta,Milan,H,5.5,3.8,1.62
11/05/14,Bologna,Catania,A,2.0,3.5,3.6
11/05/14,Cagliari,Chievo,A,3.6,3.25,2.1
11/05/14,Livorno,Fiorentina,A,4.33,3.6,1.8
11/05/14,Roma,Juventus,A,2.4,3.4,2.8
11/05/14,Sampdoria,Napoli,A,3.3,3.4,2.15
11/05/14,Sassuolo,Genoa,H,1.53,3.8,6.5
11/05/14,Torino,Parma,D,2.1,3.5,3.3
17/05/14,Udinese,Sampdoria,D,1.73,3.8,4.5
18/05/14,Catania,Atalanta,H,2.25,3.4,3.1
18/05/14,Chievo,Inter,H,4.0,3.3,1.95
18/05/14,Fiorentina,Torino,D,3.6,3.6,1.95
18/05/14,Genoa,Roma,H,4.5,3.8,1.73
18/05/14,Juventus,Cagliari,H,1.22,6.5,11.0
18/05/14,Lazio,Bologna,H,1.44,4.33,7.0
18/05/14,Milan,Sassuolo,H,1.29,5.75,9.0
18/05/14,Napoli,Verona,H,1.44,4.5,6.5
18/05/14,Parma,Livorno,H,1.22,6.0,12.0
