Date,HomeTeam,AwayTeam,FTR,HomeOdds,DrawOdds,AwayOdds
20/08/16,Juventus,Fiorentina,H,1.5,4.2,7.0
20/08/16,Roma,Udinese,H,1.44,4.5,7.5
21/08/16,Atalanta,Lazio,A,3.1,3.25,2.4
21/08/16,Bologna,Crotone,H,1.85,3.5,5.0
21/08/16,Chievo,Inter,H,3.75,3.3,2.1
21/08/16,Empoli,Sampdoria,A,2.3,3.2,3.3
21/08/16,Genoa,Cagliari,H,2.05,3.3,3.8
21/08/16,Milan,Torino,H,1.85,3.5,4.33
21/08/16,Palermo,Sassuolo,A,3.0,3.2,2.5
21/08/16,Pescara,Napoli,D,7.5,4.5,1.44
27/08/16,Lazio,Juventus,A,4.75,3.5,1.8
27/08/16,Napoli,Milan,H,1.67,4.0,5.0
28/08/16,Cagliari,Roma,D,4.75,3.75,1.7
28/08/16,Crotone,Genoa,A,4.0,3.4,1.91
28/08/16,Fiorentina,Chievo,H,1.67,3.75,5.5
28/08/16,Inter,Palermo,D,1.33,4.75,10.0
28/08/16,Sampdoria,Atalanta,H,2.25,3.2,3.4
28/08/16,Sassuolo,Pescara,A,1.62,3.75,6.0
28/08/16,Torino,Bologna,H,1.85,3.5,4.5
28/08/16,Udinese,Empoli,H,2.05,3.4,3.75
10/09/16,Juventus,Sassuolo,H,1.3,5.0,12.0
10/09/16,Palermo,Napoli,A,9.0,5.0,1.33
11/09/16,Atalanta,Torino,H,2.6,3.2,2.8
11/09/16,Bologna,Cagliari,H,2.1,3.25,3.75
11/09/16,Chievo,Lazio,D,3.0,3.2,2.5
11/09/16,Milan,Udinese,A,1.67,4.0,5.0
11/09/16,Pescara,Inter,A,4.75,3.75,1.75
11/09/16,Roma,Sampdoria,H,1.33,5.25,9.0
12/09/16,Empoli,Crotone,H,1.57,4.0,6.0
16/09/16,Sampdoria,Milan,A,3.1,3.3,2.3
17/09/16,Lazio,Pescara,H,1.5,4.33,6.5
17/09/16,Napoli,Bologna,H,1.25,6.0,12.0
18/09/16,Cagliari,Atalanta,H,2.6,3.2,2.8
18/09/16,Crotone,Palermo,D,3.0,3.2,2.5
