Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A
25/11/17,Sassuolo,Verona,A,1.66,4.0,5.0
26/11/17,Genoa,Roma,D,5.0,3.75,1.72
26/11/17,Juventus,Crotone,H,1.14,8.0,19.0
26/11/17,Lazio,Fiorentina,D,1.64,4.2,5.0
26/11/17,Milan,Torino,D,1.75,3.75,4.75
26/11/17,Udinese,Napoli,A,7.5,5.5,1.36
27/11/17,Atalanta,Benevento,H,1.22,6.0,12.0
01/12/17,Napoli,Juventus,A,2.0,3.39,4.0
01/12/17,Roma,Spal,H,1.22,6.5,12.0
02/12/17,Torino,Atalanta,D,2.45,3.39,2.87
03/12/17,Benevento,Milan,D,9.0,5.0,1.36
03/12/17,Bologna,Cagliari,D,2.0,3.29,4.0
03/12/17,Fiorentina,Sassuolo,H,1.57,4.0,6.0
03/12/17,Inter,Chievo,H,1.39,4.75,8.0
03/12/17,Sampdoria,Lazio,A,3.6,3.6,2.0
04/12/17,Crotone,Udinese,A,2.87,3.1,2.62
04/12/17,Verona,Genoa,A,3.5,3.29,2.14
09/12/17,Cagliari,Sampdoria,D,2.6,3.39,2.7
09/12/17,Juventus,Inter,D,1.7,3.75,5.25
10/12/17,Chievo,Roma,D,5.5,4.0,1.61
10/12/17,Milan,Bologna,H,1.5,4.2,7.0
10/12/17,Napoli,Fiorentina,D,1.36,5.5,7.5
10/12/17,Sassuolo,Crotone,H,1.83,3.6,4.5
10/12/17,Spal,Verona,D,2.04,3.5,3.6
10/12/17,Udinese,Benevento,H,1.5,4.2,7.0
11/12/17,Lazio,Torino,A,1.5,4.75,5.75
12/12/17,Genoa,Atalanta,A,3.1,3.29,2.37
16/12/17,Inter,Udinese,A,1.33,5.25,9.0
16/12/17,Roma,Cagliari,H,1.25,6.0,12.0
16/12/17,Torino,Napoli,A,5.5,3.89,1.61
17/12/17,Atalanta,Lazio,D,2.37,3.39,3.0
17/12/17,Benevento,Spal,A,2.87,3.1,2.62
17/12/17,Bologna,Juventus,A,7.0,4.75,1.44
17/12/17,Crotone,Chievo,H,3.2,3.2,2.37
17/12/17,Fiorentina,Genoa,D,1.57,4.0,6.0
17/12/17,Sampdoria,Sassuolo,A,1.8,4.0,4.2
17/12/17,Verona,Milan,H,5.5,4.33,1.57
22/12/17,Cagliari,Fiorentina,A,3.25,3.29,2.25
22/12/17,Chievo,Bologna,A,2.54,3.0,3.0
23/12/17,Genoa,Benevento,H,1.44,4.33,8.0
23/12/17,Juventus,Roma,H,1.8,3.6,4.75
23/12/17,Lazio,Crotone,H,1.22,6.5,13.0
23/12/17,Milan,Atalanta,A,2.39,3.25,3.0
23/12/17,Napoli,Sampdoria,H,1.25,6.0,12.0
23/12/17,Sassuolo,Inter,H,5.0,3.75,1.72
23/12/17,Spal,Torino,D,3.6,3.39,2.1
23/12/17,Udinese,Verona,H,1.66,3.79,5.25
29/12/17,Crotone,Napoli,A,15.0,6.5,1.19
30/12/17,Atalanta,Cagliari,A,1.44,4.33,8.0
30/12/17,Benevento,Chievo,H,3.2,3.29,2.29
30/12/17,Bologna,Udinese,A,2.39,3.29,3.0
30/12/17,Fiorentina,Milan,D,2.0,3.5,3.79
30/12/17,Inter,Lazio,D,2.29,3.39,3.1
30/12/17,Roma,Sassuolo,D,1.3,5.5,10.0
30/12/17,Sampdoria,Spal,H,1.72,4.0,4.5
30/12/17,Torino,Genoa,D,2.1,3.39,3.6
30/12/17,Verona,Juventus,A,15.0,6.5,1.19
05/01/18,Chievo,Udinese,D,3.0,3.2,2.5
05/01/18,Fiorentina,Inter,D,2.5,3.25,2.87
06/01/18,Benevento,Sampdoria,H,3.5,3.5,2.1
06/01/18,Cagliari,Juventus,A,10.0,5.0,1.33
06/01/18,Genoa,Sassuolo,H,2.2,3.2,3.5
06/01/18,Milan,Crotone,H,1.33,5.25,9.5
06/01/18,Napoli,Verona,H,1.11,10.0,21.0
06/01/18,Roma,Atalanta,A,1.72,3.79,4.75
06/01/18,Spal,Lazio,A,6.5,4.2,1.53
06/01/18,Torino,Bologna,H,2.1,3.39,3.6
21/01/18,Atalanta,Napoli,A,3.6,3.5,2.04
21/01/18,Bologna,Benevento,H,1.7,3.6,5.5
21/01/18,Cagliari,Milan,A,3.75,3.39,2.04
21/01/18,Inter,Roma,D,2.39,3.5,2.89
21/01/18,Lazio,Chievo,H,1.25,6.25,12.0
21/01/18,Sampdoria,Fiorentina,H,3.0,3.39,2.37
21/01/18,Sassuolo,Torino,D,2.62,3.25,2.75
21/01/18,Udinese,Spal,D,1.75,3.39,5.5
21/01/18,Verona,Crotone,A,2.1,3.25,3.75
22/01/18,Juventus,Genoa,H,1.19,6.5,17.0
24/01/18,Lazio,Udinese,H,1.5,4.33,6.5
24/01/18,Sampdoria,Roma,D,4.0,3.6,1.9
27/01/18,Chievo,Juventus,A,10.0,5.0,1.33
27/01/18,Sassuolo,Atalanta,A,3.39,3.29,2.2
28/01/18,Crotone,Cagliari,D,2.39,3.1,3.2
28/01/18,Fiorentina,Verona,A,1.28,5.5,11.0
28/01/18,Genoa,Udinese,A,2.14,3.1,3.79
28/01/18,Milan,Lazio,H,2.39,3.5,2.89
28/01/18,Napoli,Bologna,H,1.18,7.5,15.0
28/01/18,Roma,Sampdoria,A,1.39,5.0,7.5
28/01/18,Spal,Inter,D,5.5,3.79,1.66
28/01/18,Torino,Benevento,H,1.44,4.75,7.0
03/02/18,Inter,Crotone,D,1.3,5.25,11.0
03/02/18,Sampdoria,Torino,D,2.39,3.39,2.89
04/02/18,Atalanta,Chievo,H,1.36,4.75,9.5
04/02/18,Benevento,Napoli,A,17.0,7.0,1.18
04/02/18,Bologna,Fiorentina,A,3.39,3.29,2.2
04/02/18,Cagliari,Spal,H,2.14,3.25,3.6
04/02/18,Juventus,Sassuolo,H,1.22,6.0,15.0
04/02/18,Udinese,Milan,D,3.39,3.29,2.2
04/02/18,Verona,Roma,A,7.0,4.5,1.44
05/02/18,Lazio,Genoa,A,1.5,4.2,7.0
09/02/18,Fiorentina,Juventus,A,4.5,3.5,1.85
10/02/18,Crotone,Atalanta,D,4.5,3.5,1.85
10/02/18,Napoli,Lazio,H,1.61,4.33,5.0
10/02/18,Spal,Milan,A,4.5,3.6,1.83
11/02/18,Chievo,Genoa,A,3.1,3.1,2.5
11/02/18,Inter,Bologna,H,1.5,4.2,7.0
11/02/18,Roma,Benevento,H,1.14,8.0,19.0
11/02/18,Sampdoria,Verona,H,1.44,4.5,7.5
11/02/18,Sassuolo,Cagliari,D,2.1,3.39,3.6
11/02/18,Torino,Udinese,H,1.85,3.6,4.33
17/02/18,Chievo,Cagliari,H,2.45,3.2,3.1
17/02/18,Genoa,Inter,H,3.5,3.1,2.25
17/02/18,Udinese,Roma,A,4.33,3.6,1.85
18/02/18,Atalanta,Fiorentina,D,2.29,3.29,3.1
18/02/18,Benevento,Crotone,H,2.54,3.2,2.89
18/02/18,Bologna,Sassuolo,H,2.54,3.2,2.87
18/02/18,Milan,Sampdoria,H,1.72,4.0,4.5
18/02/18,Napoli,Spal,H,1.14,8.0,23.0
18/02/18,Torino,Juventus,A,4.75,3.75,1.75
19/02/18,Lazio,Verona,H,1.16,7.5,17.0
24/02/18,Bologna,Genoa,H,2.89,3.0,2.7
24/02/18,Inter,Benevento,H,1.25,6.0,11.0
25/02/18,Crotone,Spal,A,2.29,3.1,3.39
25/02/18,Fiorentina,Chievo,H,1.5,4.2,7.0
25/02/18,Roma,Milan,A,1.95,3.6,3.79
25/02/18,Sampdoria,Udinese,H,1.9,3.5,4.2
25/02/18,Sassuolo,Lazio,A,4.0,3.6,1.9
25/02/18,Verona,Torino,H,5.25,3.79,1.66
26/02/18,Cagliari,Napoli,A,10.0,5.0,1.33
03/03/18,Lazio,Juventus,A,3.5,3.29,2.2
03/03/18,Napoli,Roma,A,1.57,4.0,6.0
03/03/18,Spal,Bologna,H,2.39,3.2,3.2
09/03/18,Roma,Torino,H,1.61,4.2,5.25
10/03/18,Verona,Chievo,H,3.39,3.29,2.2
11/03/18,Bologna,Atalanta,A,4.2,3.39,1.95
11/03/18,Cagliari,Lazio,D,5.25,3.75,1.66
11/03/18,Crotone,Sampdoria,H,3.25,3.25,2.29
11/03/18,Fiorentina,Benevento,H,1.36,5.0,8.5
11/03/18,Genoa,Milan,A,3.39,3.0,2.39
11/03/18,Inter,Napoli,D,4.0,3.39,1.95
11/03/18,Juventus,Udinese,H,1.22,6.5,13.0
11/03/18,Sassuolo,Spal,D,2.0,3.2,4.0
14/03/18,Juventus,Atalanta,H,1.39,4.5,8.5
17/03/18,Spal,Juventus,D,13.0,5.0,1.3
17/03/18,Udinese,Sassuolo,A,2.1,3.29,3.75
18/03/18,Benevento,Cagliari,A,2.39,3.39,2.89
18/03/18,Crotone,Roma,A,6.0,4.33,1.53
18/03/18,Lazio,Bologna,D,1.33,4.75,9.5
18/03/18,Milan,Chievo,H,1.36,4.75,9.5
18/03/18,Napoli,Genoa,H,1.19,6.5,13.0
18/03/18,Sampdoria,Inter,A,3.75,3.5,2.0
18/03/18,Torino,Fiorentina,A,2.25,3.39,3.1
18/03/18,Verona,Atalanta,A,7.5,4.0,1.5
31/03/18,Atalanta,Udinese,H,1.44,4.2,7.5
31/03/18,Bologna,Roma,D,4.75,3.75,1.7
31/03/18,Cagliari,Torino,A,3.0,3.39,2.29
31/03/18,Chievo,Sampdoria,H,2.29,3.29,3.1
31/03/18,Fiorentina,Crotone,H,1.44,4.5,6.5
31/03/18,Genoa,Spal,D,1.95,3.29,4.0
31/03/18,Inter,Verona,H,1.14,7.5,17.0
31/03/18,Juventus,Milan,H,1.66,3.6,5.5
31/03/18,Lazio,Benevento,H,1.16,7.0,15.0
31/03/18,Sassuolo,Napoli,D,8.5,4.75,1.36
03/04/18,Atalanta,Sampdoria,A,1.44,4.5,7.5
03/04/18,Genoa,Cagliari,H,1.8,3.39,5.0
03/04/18,Udinese,Fiorentina,A,3.39,3.29,2.2
04/04/18,Benevento,Verona,H,1.8,3.79,4.33
04/04/18,Chievo,Sassuolo,D,2.7,3.0,2.87
04/04/18,Milan,Inter,D,2.75,3.2,2.7
04/04/18,Torino,Crotone,H,1.53,4.0,7.0
07/04/18,Benevento,Juventus,A,17.0,6.0,1.22
07/04/18,Roma,Fiorentina,A,1.75,3.79,4.5
07/04/18,Sampdoria,Genoa,D,2.7,3.2,2.7
07/04/18,Spal,Atalanta,D,4.5,3.5,1.85
08/04/18,Crotone,Bologna,H,2.37,3.1,3.25
08/04/18,Milan,Sassuolo,D,1.44,4.5,6.5
08/04/18,Napoli,Chievo,H,1.16,7.5,17.0
08/04/18,Torino,Inter,H,3.6,3.39,2.1
08/04/18,Udinese,Lazio,A,4.2,3.75,1.83
08/04/18,Verona,Cagliari,H,3.39,3.29,2.2
14/04/18,Atalanta,Inter,D,2.7,3.29,2.62
14/04/18,Cagliari,Udinese,H,2.39,3.2,3.1
14/04/18,Chievo,Torino,D,3.29,3.29,2.25
14/04/18,Genoa,Crotone,H,1.85,3.39,4.75
15/04/18,Bologna,Verona,H,1.61,3.75,6.0
15/04/18,Fiorentina,Spal,D,1.5,4.0,7.5
15/04/18,Juventus,Sampdoria,H,1.19,6.5,15.0
15/04/18,Lazio,Roma,D,2.79,3.39,2.5
15/04/18,Milan,Napoli,D,4.5,3.5,1.85
15/04/18,Sassuolo,Benevento,D,1.66,3.79,5.25
17/04/18,Inter,Cagliari,H,1.19,7.0,15.0
18/04/18,Benevento,Atalanta,A,5.75,4.0,1.61
18/04/18,Crotone,Juventus,D,10.0,5.0,1.33
18/04/18,Fiorentina,Lazio,A,2.79,3.5,2.5
18/04/18,Napoli,Udinese,H,1.18,7.0,17.0
18/04/18,Roma,Genoa,H,1.44,4.5,7.5
18/04/18,Sampdoria,Bologna,H,1.85,3.6,4.33
18/04/18,Spal,Chievo,D,2.2,3.1,3.7
18/04/18,Torino,Milan,D,3.1,3.29,2.37
18/04/18,Verona,Sassuolo,A,4.33,3.39,1.9
21/04/18,Milan,Benevento,A,1.19,6.5,15.0
21/04/18,Sassuolo,Fiorentina,H,3.25,3.29,2.29
21/04/18,Spal,Roma,A,4.75,3.5,1.8
22/04/18,Atalanta,Torino,H,1.57,4.0,6.0
22/04/18,Cagliari,Bologna,D,2.0,3.39,3.89
22/04/18,Chievo,Inter,A,7.5,3.79,1.53
22/04/18,Juventus,Napoli,A,2.1,3.25,3.75
22/04/18,Lazio,Sampdoria,H,1.3,6.0,9.0
22/04/18,Udinese,Crotone,A,1.9,3.39,4.33
23/04/18,Genoa,Verona,H,1.44,4.2,8.5
28/04/18,Inter,Juventus,A,3.25,3.25,2.29
28/04/18,Roma,Chievo,H,1.36,4.75,10.0
29/04/18,Atalanta,Genoa,H,1.33,5.0,10.0
29/04/18,Benevento,Udinese,D,3.6,3.5,2.04
29/04/18,Bologna,Milan,A,5.0,3.75,1.72
29/04/18,Crotone,Sassuolo,H,2.2,3.25,3.5
29/04/18,Fiorentina,Napoli,H,6.5,4.33,1.5
29/04/18,Sampdoria,Cagliari,H,1.85,3.6,4.2
29/04/18,Torino,Lazio,A,5.25,4.0,1.64
29/04/18,Verona,Spal,A,3.29,3.2,2.29
05/05/18,Juventus,Bologna,H,1.14,8.5,19.0
05/05/18,Milan,Verona,H,1.16,7.5,17.0
06/05/18,Cagliari,Roma,A,9.0,4.5,1.39
06/05/18,Chievo,Crotone,H,2.29,3.2,3.25
06/05/18,Genoa,Fiorentina,A,4.0,3.39,2.0
06/05/18,Lazio,Atalanta,D,2.04,3.6,3.5
06/05/18,Napoli,Torino,D,1.22,6.5,13.0
06/05/18,Sassuolo,Sampdoria,H,2.29,3.25,3.25
06/05/18,Spal,Benevento,H,1.5,4.33,6.5
06/05/18,Udinese,Inter,A,6.0,4.0,1.55
12/05/18,Benevento,Genoa,H,2.62,3.5,2.62
12/05/18,Inter,Sassuolo,A,1.16,8.0,15.0
13/05/18,Atalanta,Milan,D,1.9,3.6,4.0
13/05/18,Bologna,Chievo,A,3.1,3.0,2.54
13/05/18,Crotone,Lazio,D,4.0,3.5,1.95
13/05/18,Fiorentina,Cagliari,A,1.5,4.33,6.5
13/05/18,Roma,Juventus,D,2.37,3.0,3.39
13/05/18,Sampdoria,Napoli,A,5.25,4.2,1.61
13/05/18,Torino,Spal,H,2.29,3.29,3.2
13/05/18,Verona,Udinese,A,6.5,4.33,1.5
19/05/18,Juventus,Verona,H,1.1,11.0,21.0
20/05/18,Cagliari,Atalanta,H,3.1,3.6,2.25
20/05/18,Chievo,Benevento,H,1.53,4.5,5.75
20/05/18,Genoa,Torino,A,2.62,3.5,2.62
20/05/18,Lazio,Inter,A,2.4,3.5,2.9
20/05/18,Milan,Fiorentina,H,1.83,3.8,4.2
20/05/18,Napoli,Crotone,H,1.5,4.75,5.75
20/05/18,Sassuolo,Roma,A,4.0,3.8,1.85
20/05/18,Spal,Sampdoria,H,1.61,4.0,5.5
20/05/18,Udinese,Bologna,H,1.53,4.33,6.0
