Date,HomeTeam,AwayTeam,FTR,HomeOdds,DrawOdds,AwayOdds
14/03/2021,Cagliari,Juventus,A,6.0,4.0,1.55
14/03/2021,Milan,Napoli,A,2.55,3.3,2.8
17/03/2021,Torino,Sassuolo,H,2.45,3.4,2.8
19/03/2021,Parma,Genoa,A,2.55,3.1,2.9
20/03/2021,Crotone,Bologna,A,3.5,3.6,2.05
20/03/2021,Spezia,Cagliari,H,2.7,3.1,2.8
21/03/2021,Verona,Atalanta,A,5.0,4.0,1.65
21/03/2021,Juventus,Benevento,A,1.18,7.0,15.0
21/03/2021,Sampdoria,Torino,H,2.37,3.3,3.0
21/03/2021,Udinese,Lazio,A,3.6,3.25,2.15
21/03/2021,Fiorentina,Milan,A,3.6,3.4,2.1
21/03/2021,Roma,Napoli,A,2.6,3.5,2.62
03/04/2021,Milan,Sampdoria,D,1.5,4.33,6.5
03/04/2021,Atalanta,Udinese,H,1.4,4.5,8.0
03/04/2021,Benevento,Parma,D,2.62,3.3,2.7
03/04/2021,Cagliari,Verona,A,2.5,3.3,2.8
03/04/2021,Genoa,Fiorentina,D,3.3,3.0,2.37
03/04/2021,Lazio,Spezia,H,1.4,4.75,7.0
03/04/2021,Napoli,Crotone,H,1.22,6.0,14.0
03/04/2021,Sassuolo,Roma,D,4.5,4.5,1.61
03/04/2021,Torino,Juventus,D,6.0,4.5,1.5
03/04/2021,Bologna,Inter,A,7.5,4.5,1.44
07/04/2021,Inter,Sassuolo,H,1.33,5.25,9.0
07/04/2021,Juventus,Napoli,H,1.95,3.6,3.8
10/04/2021,Spezia,Crotone,H,1.75,4.2,4.0
10/04/2021,Parma,Milan,A,5.25,3.75,1.66
10/04/2021,Udinese,Torino,A,2.4,3.3,3.0
11/04/2021,Inter,Cagliari,H,1.25,6.0,12.0
11/04/2021,Juventus,Genoa,H,1.25,6.0,11.0
11/04/2021,Sampdoria,Napoli,A,4.75,3.75,1.72
11/04/2021,Verona,Lazio,A,3.6,3.5,2.05
11/04/2021,Roma,Bologna,H,1.72,4.0,4.33
11/04/2021,Fiorentina,Atalanta,A,5.0,4.5,1.57
12/04/2021,Benevento,Sassuolo,A,3.5,3.6,2.05
17/04/2021,Crotone,Udinese,A,4.0,3.7,1.85
17/04/2021,Sampdoria,Verona,H,2.6,3.3,2.75
17/04/2021,Sassuolo,Fiorentina,H,2.55,3.2,2.87
17/04/2021,Cagliari,Parma,H,2.2,3.6,3.1
18/04/2021,Milan,Genoa,H,1.45,4.75,6.5
18/04/2021,Atalanta,Juventus,H,2.4,3.6,2.8
18/04/2021,Bologna,Spezia,H,2.0,3.6,3.6
18/04/2021,Lazio,Benevento,H,1.36,5.0,8.0
18/04/2021,Torino,Roma,H,3.3,3.6,2.1
18/04/2021,Napoli,Inter,D,3.0,3.5,2.3
20/04/2021,Verona,Fiorentina,A,2.55,3.25,2.8
21/04/2021,Milan,Sassuolo,A,1.53,4.33,5.75
21/04/2021,Bologna,Torino,D,2.4,3.4,2.87
21/04/2021,Crotone,Sampdoria,A,3.6,3.75,1.95
21/04/2021,Genoa,Benevento,D,2.2,3.1,3.6
21/04/2021,Juventus,Parma,H,1.25,6.0,11.0
21/04/2021,Spezia,Inter,D,8.0,5.0,1.36
21/04/2021,Udinese,Cagliari,A,2.45,3.3,2.9
22/04/2021,Roma,Atalanta,D,3.6,3.8,1.95
22/04/2021,Napoli,Lazio,H,2.0,3.6,3.6
24/04/2021,Genoa,Spezia,H,2.45,2.9,3.25
24/04/2021,Parma,Crotone,A,1.7,4.0,4.6
24/04/2021,Sassuolo,Sampdoria,H,1.95,3.75,3.6
25/04/2021,Benevento,Udinese,A,3.1,3.4,2.3
25/04/2021,Fiorentina,Juventus,D,5.75,4.0,1.55
25/04/2021,Inter,Verona,H,1.28,5.25,11.0
25/04/2021,Cagliari,Roma,H,2.45,3.8,2.55
25/04/2021,Atalanta,Bologna,H,1.3,5.5,8.5
26/04/2021,Torino,Napoli,A,4.75,3.75,1.72
26/04/2021,Lazio,Milan,H,2.15,3.8,3.0
01/05/2021,Verona,Spezia,D,2.05,3.6,3.4
01/05/2021,Crotone,Inter,A,11.0,6.5,1.22
01/05/2021,Milan,Benevento,H,1.33,5.25,9.0
02/05/2021,Lazio,Genoa,H,1.36,5.0,8.5
02/05/2021,Bologna,Fiorentina,D,3.0,3.4,2.3
02/05/2021,Napoli,Cagliari,D,1.36,5.0,8.5
02/05/2021,Sassuolo,Atalanta,D,6.0,5.0,1.45
02/05/2021,Udinese,Juventus,A,6.5,4.75,1.45
02/05/2021,Sampdoria,Roma,H,2.87,3.5,2.37
03/05/2021,Torino,Parma,H,1.57,4.33,5.25
08/05/2021,Spezia,Napoli,A,6.0,4.5,1.5
08/05/2021,Udinese,Bologna,D,2.37,3.2,3.1
08/05/2021,Inter,Sampdoria,H,1.44,4.75,6.5
08/05/2021,Fiorentina,Lazio,H,4.0,3.9,1.83
09/05/2021,Genoa,Sassuolo,A,3.4,3.5,2.1
09/05/2021,Benevento,Cagliari,A,3.2,3.5,2.2
09/05/2021,Parma,Atalanta,A,13.0,7.0,1.2
09/05/2021,Verona,Torino,D,3.0,3.3,2.35
09/05/2021,Roma,Crotone,H,1.36,5.25,7.5
09/05/2021,Juventus,Milan,A,1.72,3.9,4.5
11/05/2021,Napoli,Udinese,H,1.28,5.25,11.0
12/05/2021,Cagliari,Fiorentina,D,2.45,3.1,3.1
12/05/2021,Atalanta,Benevento,H,1.14,8.0,15.0
12/05/2021,Bologna,Genoa,A,2.4,3.25,3.0
12/05/2021,Inter,Roma,H,1.65,4.0,4.75
12/05/2021,Lazio,Parma,H,1.2,6.5,13.0
12/05/2021,Sampdoria,Spezia,D,2.45,3.6,2.62
12/05/2021,Sassuolo,Juventus,A,4.75,4.2,1.65
12/05/2021,Torino,Milan,A,3.8,3.8,1.85
13/05/2021,Crotone,Verona,H,3.6,3.75,1.9
15/05/2021,Genoa,Atalanta,A,13.0,6.75,1.2
15/05/2021,Spezia,Torino,H,3.3,2.9,2.45
15/05/2021,Juventus,Inter,H,2.2,3.6,3.1
15/05/2021,Roma,Lazio,H,3.0,3.6,2.25
16/05/2021,Fiorentina,Napoli,A,5.75,4.5,1.5
16/05/2021,Benevento,Crotone,D,1.45,4.75,6.0
16/05/2021,Udinese,Sampdoria,A,2.4,3.4,2.9
16/05/2021,Parma,Sassuolo,A,5.25,4.75,1.53
16/05/2021,Milan,Cagliari,D,1.4,4.75,7.5
17/05/2021,Verona,Bologna,D,2.45,3.3,2.9
18/05/2021,Lazio,Torino,D,2.05,3.25,3.8
22/05/2021,Cagliari,Genoa,A,2.0,3.6,3.6
22/05/2021,Crotone,Fiorentina,D,3.5,4.33,1.85
22/05/2021,Sampdoria,Parma,H,1.75,4.2,4.0
23/05/2021,Inter,Udinese,H,1.36,5.5,7.5
23/05/2021,Atalanta,Milan,A,2.37,4.2,2.5
23/05/2021,Bologna,Juventus,A,10.5,7.0,1.22
23/05/2021,Napoli,Verona,D,1.18,7.5,13.0
23/05/2021,Sassuolo,Lazio,H,1.9,4.33,3.25
23/05/2021,Spezia,Roma,D,5.0,4.6,1.57
23/05/2021,Torino,Benevento,D,1.75,4.33,3.9
