Date,HomeTeam,AwayTeam,FTR,HomeOdds,DrawOdds,AwayOdds
04/10/15,Empoli,Sassuolo,H,2.4,3.2,3.1
04/10/15,Fiorentina,Atalanta,H,1.67,3.6,5.75
04/10/15,Juventus,Bologna,H,1.22,6.0,16.0
04/10/15,Lazio,Frosinone,H,1.29,5.5,11.0
04/10/15,Milan,Napoli,A,3.0,3.4,2.38
04/10/15,Palermo,Roma,A,4.0,3.5,1.95
04/10/15,Sampdoria,Inter,D,4.0,3.5,1.95
04/10/15,Udinese,Genoa,D,2.5,3.1,3.1
17/10/15,Roma,Empoli,H,1.4,4.75,8.0
17/10/15,Torino,Milan,D,2.35,3.2,3.2
18/10/15,Atalanta,Carpi,H,1.75,3.6,5.0
18/10/15,Bologna,Palermo,A,2.5,3.2,3.0
18/10/15,Frosinone,Sampdoria,H,3.1,3.2,2.4
18/10/15,Genoa,Chievo,H,2.05,3.3,3.8
18/10/15,Inter,Juventus,D,2.63,3.2,2.8
18/10/15,Napoli,Fiorentina,H,1.73,3.75,5.0
18/10/15,Sassuolo,Lazio,H,3.0,3.2,2.45
18/10/15,Verona,Udinese,D,2.3,3.3,3.2
24/10/15,Carpi,Bologna,A,2.1,3.2,3.8
24/10/15,Empoli,Genoa,H,2.4,3.2,3.1
24/10/15,Palermo,Inter,D,4.0,3.3,2.0
25/10/15,Chievo,Napoli,A,4.5,3.6,1.83
25/10/15,Fiorentina,Roma,A,2.5,3.4,2.8
25/10/15,Juventus,Atalanta,H,1.33,5.0,10.0
25/10/15,Lazio,Torino,H,1.91,3.5,4.2
25/10/15,Milan,Sassuolo,H,1.75,3.6,5.0
25/10/15,Sampdoria,Verona,H,2.0,3.3,4.0
25/10/15,Udinese,Frosinone,H,1.67,3.75,5.5
27/10/15,Bologna,Inter,A,5.0,3.5,1.75
28/10/15,Atalanta,Lazio,H,2.9,3.3,2.38
28/10/15,Frosinone,Carpi,H,2.2,3.4,3.2
28/10/15,Milan,Chievo,H,1.67,3.6,5.5
28/10/15,Napoli,Palermo,H,1.29,5.5,10.0
28/10/15,Roma,Udinese,H,1.4,4.33,8.0
28/10/15,Sassuolo,Juventus,H,4.75,3.6,1.75
28/10/15,Torino,Genoa,D,2.0,3.3,3.75
28/10/15,Verona,Fiorentina,A,4.2,3.5,1.85
29/10/15,Sampdoria,Empoli,D,2.2,3.25,3.3
31/10/15,Inter,Roma,H,2.9,3.3,2.5
31/10/15,Juventus,Torino,H,1.57,3.8,6.5
01/11/15,Bologna,Atalanta,H,2.9,3.1,2.6
01/11/15,Carpi,Verona,D,2.3,3.25,3.25
01/11/15,Fiorentina,Frosinone,H,1.22,6.0,15.0
01/11/15,Genoa,Napoli,D,4.5,3.6,1.83
01/11/15,Lazio,Milan,A,2.0,3.3,4.0
01/11/15,Udinese,Sassuolo,D,2.25,3.3,3.3
02/11/15,Chievo,Sampdoria,D,2.05,3.3,3.8
02/11/15,Palermo,Empoli,A,2.25,3.2,3.4
07/11/15,Milan,Atalanta,D,1.67,3.75,5.5
07/11/15,Verona,Bologna,A,2.2,3.3,3.4
08/11/15,Empoli,Juventus,A,5.25,3.5,1.75
08/11/15,Frosinone,Genoa,D,3.4,3.3,2.2
08/11/15,Napoli,Udinese,H,1.22,6.5,13.0
08/11/15,Palermo,Chievo,H,2.3,3.2,3.3
08/11/15,Roma,Lazio,H,1.91,3.5,4.2
08/11/15,Sampdoria,Fiorentina,A,3.75,3.4,2.05
08/11/15,Sassuolo,Carpi,H,1.73,3.6,5.25
08/11/15,Torino,Inter,A,2.75,3.2,2.7
21/11/15,Bologna,Roma,D,5.0,3.6,1.75
21/11/15,Juventus,Milan,H,1.62,3.6,6.5
22/11/15,Atalanta,Torino,A,2.6,3.2,2.88
22/11/15,Carpi,Chievo,A,2.8,3.0,2.75
22/11/15,Fiorentina,Empoli,D,1.5,4.2,7.0
22/11/15,Genoa,Sassuolo,H,2.05,3.3,3.8
22/11/15,Inter,Frosinone,H,1.2,6.5,17.0
22/11/15,Lazio,Palermo,D,1.45,4.33,7.5
22/11/15,Udinese,Sampdoria,H,2.15,3.3,3.6
22/11/15,Verona,Napoli,A,8.0,4.75,1.4
28/11/15,Milan,Sampdoria,H,1.57,4.0,6.0
28/11/15,Torino,Bologna,H,1.62,3.8,6.0
29/11/15,Chievo,Udinese,A,2.1,3.2,3.8
29/11/15,Empoli,Lazio,H,2.9,3.3,2.5
29/11/15,Frosinone,Verona,H,2.6,3.2,2.8
29/11/15,Genoa,Carpi,A,1.62,3.8,6.0
29/11/15,Palermo,Juventus,A,7.0,3.75,1.57
29/11/15,Roma,Atalanta,A,1.5,4.33,6.5
30/11/15,Napoli,Inter,H,1.67,3.75,5.5
30/11/15,Sassuolo,Fiorentina,D,3.75,3.3,2.1
04/12/15,Lazio,Juventus,A,3.6,3.25,2.15
05/12/15,Inter,Genoa,H,1.62,4.0,5.5
05/12/15,Torino,Roma,D,2.75,3.1,2.7
06/12/15,Atalanta,Palermo,H,1.83,3.5,4.5
06/12/15,Bologna,Napoli,H,8.0,4.33,1.44
06/12/15,Carpi,Milan,D,5.0,3.6,1.75
06/12/15,Fiorentina,Udinese,H,1.44,4.5,7.5
06/12/15,Frosinone,Chievo,A,3.1,3.2,2.4
06/12/15,Sampdoria,Sassuolo,A,2.38,3.2,3.2
06/12/15,Verona,Empoli,A,3.0,3.1,2.5
12/12/15,Genoa,Bologna,A,1.91,3.4,4.33
12/12/15,Palermo,Frosinone,H,1.7,3.8,5.0
12/12/15,Udinese,Inter,A,4.0,3.3,2.0
13/12/15,Chievo,Atalanta,H,2.4,3.1,3.2
13/12/15,Empoli,Carpi,H,1.67,3.75,5.5
13/12/15,Juventus,Fiorentina,H,1.67,3.75,5.5
13/12/15,Milan,Verona,D,1.36,4.75,9.0
13/12/15,Napoli,Roma,D,1.57,4.33,5.5
14/12/15,Lazio,Sampdoria,D,1.45,4.2,8.0
19/12/15,Bologna,Empoli,A,2.5,3.1,3.1
20/12/15,Atalanta,Napoli,A,6.0,3.8,1.62
20/12/15,Carpi,Juventus,A,11.0,4.5,1.36
20/12/15,Fiorentina,Chievo,H,1.44,4.33,8.0
20/12/15,Frosinone,Milan,A,5.5,3.8,1.67
20/12/15,Inter,Lazio,A,1.75,3.6,5.0
20/12/15,Roma,Genoa,H,1.5,4.33,6.5
20/12/15,Sampdoria,Palermo,H,2.15,3.3,3.5
20/12/15,Torino,Udinese,A,1.67,3.75,5.5
20/12/15,Verona,Sassuolo,D,2.7,3.3,2.63
05/01/16,Genoa,Sampdoria,A,2.25,3.2,3.4
06/01/16,Chievo,Roma,D,3.4,3.3,2.2
06/01/16,Empoli,Inter,A,3.4,3.2,2.25
06/01/16,Juventus,Verona,H,1.17,7.0,19.0
06/01/16,Lazio,Carpi,D,1.4,4.75,8.0
06/01/16,Milan,Bologna,A,1.5,4.2,7.0
06/01/16,Napoli,Torino,H,1.36,5.0,9.0
06/01/16,Palermo,Fiorentina,A,4.33,3.6,1.83
06/01/16,Sassuolo,Frosinone,D,1.53,4.0,7.0
06/01/16,Udinese,Atalanta,H,2.2,3.25,3.5
09/01/16,Carpi,Udinese,H,3.1,3.1,2.5
09/01/16,Fiorentina,Lazio,A,1.8,3.5,4.75
09/01/16,Roma,Milan,D,2.0,3.5,3.8
10/01/16,Atalanta,Genoa,A,2.38,3.1,3.3
10/01/16,Bologna,Chievo,A,2.3,3.1,3.4
10/01/16,Frosinone,Napoli,A,13.0,6.5,1.22
10/01/16,Inter,Sassuolo,A,1.57,4.0,6.5
10/01/16,Sampdoria,Juventus,A,7.5,4.0,1.5
10/01/16,Torino,Empoli,A,1.95,3.3,4.33
10/01/16,Verona,Palermo,A,2.2,3.3,3.4
16/01/16,Atalanta,Inter,D,3.75,3.4,2.05
16/01/16,Napoli,Sassuolo,H,1.29,5.75,10.0
16/01/16,Torino,Frosinone,H,1.3,5.5,10.0
17/01/16,Bologna,Lazio,D,3.75,3.3,2.1
17/01/16,Carpi,Sampdoria,H,2.6,3.25,2.8
17/01/16,Chievo,Empoli,D,2.5,3.2,3.0
17/01/16,Genoa,Palermo,H,1.8,3.5,4.75
17/01/16,Milan,Fiorentina,H,2.4,3.2,3.1
17/01/16,Roma,Verona,D,1.33,5.25,9.5
17/01/16,Udinese,Juventus,A,6.5,3.75,1.57
20/01/16,Sassuolo,Torino,D,2.5,3.1,3.1
23/01/16,Empoli,Milan,D,3.1,3.25,2.4
23/01/16,Frosinone,Atalanta,D,3.5,3.4,2.1
24/01/16,Fiorentina,Torino,H,1.8,3.5,4.75
24/01/16,Inter,Carpi,D,1.36,4.75,9.5
24/01/16,Juventus,Roma,H,1.62,3.8,6.0
24/01/16,Lazio,Chievo,H,1.67,3.6,5.75
24/01/16,Palermo,Udinese,H,2.8,3.1,2.7
24/01/16,Sampdoria,Napoli,A,6.5,4.33,1.5
24/01/16,Sassuolo,Bologna,A,1.8,3.5,4.75
24/01/16,Verona,Genoa,D,2.9,3.25,2.5
30/01/16,Atalanta,Sassuolo,D,2.5,3.2,3.0
30/01/16,Carpi,Palermo,D,2.15,3.2,3.75
30/01/16,Roma,Frosinone,H,1.22,6.0,15.0
31/01/16,Bologna,Sampdoria,H,2.05,3.3,3.8
31/01/16,Chievo,Juventus,A,7.5,3.8,1.53
31/01/16,Genoa,Fiorentina,D,3.1,3.4,2.3
31/01/16,Milan,Inter,H,2.3,3.3,3.2
31/01/16,Napoli,Empoli,H,1.25,6.0,12.0
31/01/16,Torino,Verona,D,1.5,4.0,7.5
31/01/16,Udinese,Lazio,D,3.3,3.3,2.25
02/02/16,Sassuolo,Roma,A,3.1,3.25,2.38
03/02/16,Empoli,Udinese,D,2.1,3.3,3.75
03/02/16,Fiorentina,Carpi,H,1.4,4.5,9.0
03/02/16,Frosinone,Bologna,H,3.1,3.25,2.4
03/02/16,Inter,Chievo,H,1.57,3.8,6.5
03/02/16,Juventus,Genoa,H,1.22,6.0,15.0
03/02/16,Lazio,Napoli,A,4.0,3.6,1.91
03/02/16,Palermo,Milan,A,4.0,3.6,1.91
03/02/16,Sampdoria,Torino,D,2.75,3.2,2.7
03/02/16,Verona,Atalanta,H,2.4,3.3,3.0
06/02/16,Bologna,Fiorentina,D,3.6,3.4,2.1
06/02/16,Genoa,Lazio,D,2.63,3.2,2.8
07/02/16,Atalanta,Empoli,D,2.38,3.2,3.2
07/02/16,Frosinone,Juventus,A,13.0,6.5,1.22
07/02/16,Milan,Udinese,D,1.55,3.8,7.0
07/02/16,Napoli,Carpi,H,1.14,8.0,21.0
07/02/16,Roma,Sampdoria,H,1.44,4.33,8.0
07/02/16,Sassuolo,Palermo,D,1.85,3.5,4.5
07/02/16,Torino,Chievo,A,1.67,3.75,5.75
07/02/16,Verona,Inter,D,4.33,3.75,1.83
11/02/16,Lazio,Verona,H,1.5,4.33,6.0
12/02/16,Carpi,Roma,A,4.33,3.6,1.83
13/02/16,Chievo,Sassuolo,D,2.7,3.0,2.9
13/02/16,Empoli,Frosinone,A,1.53,4.2,6.0
13/02/16,Juventus,Napoli,H,2.05,3.3,3.8
14/02/16,Fiorentina,Inter,H,2.25,3.2,3.4
14/02/16,Milan,Genoa,H,1.62,3.8,6.0
14/02/16,Palermo,Torino,A,3.2,3.2,2.38
14/02/16,Sampdoria,Atalanta,D,2.1,3.25,3.75
14/02/16,Udinese,Bologna,A,2.1,3.2,3.8
19/02/16,Bologna,Juventus,D,7.5,3.6,1.57
20/02/16,Inter,Sampdoria,H,1.55,4.0,6.5
20/02/16,Verona,Chievo,H,2.38,3.2,3.2
21/02/16,Atalanta,Fiorentina,A,3.75,3.3,2.1
21/02/16,Frosinone,Lazio,D,5.5,3.6,1.7
21/02/16,Genoa,Udinese,H,1.95,3.3,4.2
21/02/16,Roma,Palermo,H,1.29,5.5,10.5
21/02/16,Sassuolo,Empoli,H,2.0,3.2,4.2
21/02/16,Torino,Carpi,D,1.53,3.8,6.5
22/02/16,Napoli,Milan,D,1.57,4.0,6.0
27/02/16,Empoli,Roma,A,4.5,3.5,1.8
27/02/16,Milan,Torino,H,1.73,3.5,5.0
28/02/16,Carpi,Atalanta,D,2.3,3.1,3.3
28/02/16,Chievo,Genoa,H,3.0,3.0,2.5
28/02/16,Juventus,Inter,H,1.57,3.8,6.0
28/02/16,Palermo,Bologna,D,2.63,3.2,2.7
28/02/16,Sampdoria,Frosinone,H,1.62,3.75,5.5
28/02/16,Udinese,Verona,H,1.95,3.5,3.8
29/02/16,Fiorentina,Napoli,D,3.2,3.3,2.25
29/02/16,Lazio,Sassuolo,A,1.65,3.75,5.25
04/03/16,Roma,Fiorentina,H,2.05,3.4,3.75
05/03/16,Napoli,Chievo,H,1.17,7.5,17.0
05/03/16,Verona,Sampdoria,A,2.5,3.3,2.9
06/03/16,Atalanta,Juventus,A,7.5,3.8,1.53
06/03/16,Bologna,Carpi,D,1.95,3.2,4.5
06/03/16,Frosinone,Udinese,H,3.4,3.3,2.2
06/03/16,Genoa,Empoli,H,2.0,3.3,4.0
06/03/16,Inter,Palermo,H,1.29,5.5,11.0
06/03/16,Sassuolo,Milan,H,3.0,3.25,2.45
06/03/16,Torino,Lazio,D,2.3,3.1,3.4
11/03/16,Juventus,Sassuolo,H,1.3,5.0,12.0
12/03/16,Empoli,Sampdoria,D,2.2,3.25,3.5
12/03/16,Inter,Bologna,H,1.55,4.0,6.5
13/03/16,Carpi,Frosinone,H,1.95,3.3,4.33
13/03/16,Chievo,Milan,D,4.0,3.25,2.05
13/03/16,Fiorentina,Verona,D,1.3,5.25,11.0
13/03/16,Genoa,Torino,H,2.6,3.0,3.0
13/03/16,Lazio,Atalanta,H,1.62,3.75,6.0
13/03/16,Palermo,Napoli,A,11.0,5.25,1.3
13/03/16,Udinese,Roma,A,4.5,3.5,1.85
19/03/16,Empoli,Palermo,D,1.7,3.75,5.0
19/03/16,Roma,Inter,D,1.73,3.75,5.0
20/03/16,Atalanta,Bologna,H,2.2,3.0,3.8
20/03/16,Frosinone,Fiorentina,D,7.0,4.0,1.53
20/03/16,Milan,Lazio,D,2.0,3.3,4.0
20/03/16,Napoli,Genoa,H,1.29,5.5,11.0
20/03/16,Sampdoria,Chievo,A,1.91,3.3,4.5
20/03/16,Sassuolo,Udinese,D,1.91,3.4,4.33
20/03/16,Torino,Juventus,A,4.75,3.1,1.95
20/03/16,Verona,Carpi,A,2.15,3.25,3.6
02/04/16,Carpi,Sassuolo,A,3.1,3.1,2.5
02/04/16,Juventus,Empoli,H,1.3,5.0,12.0
03/04/16,Atalanta,Milan,H,3.3,3.3,2.25
03/04/16,Chievo,Palermo,H,2.1,3.4,3.6
03/04/16,Fiorentina,Sampdoria,D,1.62,3.8,6.0
03/04/16,Genoa,Frosinone,H,1.53,4.0,6.5
03/04/16,Inter,Torino,A,1.8,3.75,4.33
03/04/16,Lazio,Roma,A,3.3,3.4,2.2
03/04/16,Udinese,Napoli,H,6.5,4.33,1.5
04/04/16,Bologna,Verona,A,1.85,3.5,4.5
09/04/16,Chievo,Carpi,H,2.0,3.2,4.0
09/04/16,Frosinone,Inter,A,6.0,3.75,1.57
09/04/16,Milan,Juventus,A,4.0,3.1,2.05
09/04/16,Sassuolo,Genoa,A,2.0,3.3,3.8
10/04/16,Empoli,Fiorentina,H,3.0,3.2,2.4
10/04/16,Napoli,Verona,H,1.2,6.5,13.0
10/04/16,Palermo,Lazio,A,3.4,3.4,2.1
10/04/16,Sampdoria,Udinese,H,2.0,3.4,3.75
10/04/16,Torino,Atalanta,H,1.83,3.4,4.5
11/04/16,Roma,Bologna,D,1.33,4.75,10.0
16/04/16,Bologna,Torino,A,2.8,3.1,2.7
16/04/16,Carpi,Genoa,H,2.75,3.1,2.75
16/04/16,Inter,Napoli,H,3.0,3.2,2.5
17/04/16,Atalanta,Roma,D,5.0,3.6,1.75
17/04/16,Fiorentina,Sassuolo,H,1.85,3.6,4.33
17/04/16,Juventus,Palermo,H,1.14,8.0,21.0
17/04/16,Lazio,Empoli,H,1.73,3.75,5.0
17/04/16,Sampdoria,Milan,A,3.0,3.3,2.4
17/04/16,Udinese,Chievo,D,1.95,3.4,4.2
17/04/16,Verona,Frosinone,A,1.8,3.8,4.33
19/04/16,Napoli,Bologna,H,1.22,6.0,15.0
20/04/16,Chievo,Frosinone,H,1.85,3.6,4.0
20/04/16,Empoli,Verona,H,1.83,3.6,4.5
20/04/16,Genoa,Inter,H,3.6,3.5,2.05
20/04/16,Juventus,Lazio,H,1.5,4.2,7.0
20/04/16,Palermo,Atalanta,D,2.7,3.2,2.75
20/04/16,Roma,Torino,H,1.45,4.33,7.0
20/04/16,Sassuolo,Sampdoria,D,1.91,3.6,4.0
20/04/16,Udinese,Fiorentina,H,3.3,3.4,2.2
21/04/16,Milan,Carpi,D,1.44,4.5,7.5
23/04/16,Inter,Udinese,H,1.44,4.2,8.5
24/04/16,Atalanta,Chievo,H,1.95,3.5,4.0
24/04/16,Bologna,Genoa,H,2.25,3.2,3.4
24/04/16,Fiorentina,Juventus,A,3.5,3.3,2.15
24/04/16,Frosinone,Palermo,A,2.38,3.4,3.0
24/04/16,Sampdoria,Lazio,H,2.8,3.2,2.6
24/04/16,Torino,Sassuolo,A,2.05,3.5,3.6
25/04/16,Carpi,Empoli,H,1.83,3.6,4.5
25/04/16,Roma,Napoli,H,2.45,3.4,2.9
25/04/16,Verona,Milan,H,5.0,3.6,1.75
30/04/16,Chievo,Fiorentina,D,3.8,3.3,2.05
30/04/16,Udinese,Torino,A,1.95,3.4,4.2
01/05/16,Empoli,Bologna,D,2.25,3.2,3.3
01/05/16,Juventus,Carpi,H,1.25,5.5,13.0
01/05/16,Lazio,Inter,H,2.5,3.3,2.9
01/05/16,Milan,Frosinone,D,1.22,6.0,15.0
01/05/16,Palermo,Sampdoria,H,1.95,3.5,4.0
01/05/16,Sassuolo,Verona,H,1.5,4.0,7.5
02/05/16,Genoa,Roma,A,5.5,3.75,1.67
02/05/16,Napoli,Atalanta,H,1.17,7.5,17.0
07/05/16,Bologna,Milan,A,3.6,3.4,2.1
07/05/16,Inter,Empoli,H,1.36,5.0,8.5
08/05/16,Atalanta,Udinese,D,3.8,3.3,2.05
08/05/16,Carpi,Lazio,A,2.4,3.4,2.88
08/05/16,Fiorentina,Palermo,D,2.0,3.5,3.75
08/05/16,Frosinone,Sassuolo,A,3.8,3.8,1.91
08/05/16,Roma,Chievo,H,1.22,6.5,13.0
08/05/16,Sampdoria,Genoa,A,2.38,3.25,3.1
08/05/16,Torino,Napoli,A,7.5,5.0,1.4
08/05/16,Verona,Juventus,H,6.0,4.33,1.53
14/05/16,Juventus,Sampdoria,H,1.25,6.0,10.0
14/05/16,Milan,Roma,A,3.25,3.6,2.1
14/05/16,Napoli,Frosinone,H,1.1,10.0,26.0
14/05/16,Sassuolo,Inter,H,1.85,3.8,4.0
15/05/16,Chievo,Bologna,D,2.15,3.4,3.4
15/05/16,Empoli,Torino,H,2.55,3.5,2.7
15/05/16,Genoa,Atalanta,A,1.85,3.6,4.2
15/05/16,Lazio,Fiorentina,A,2.1,3.4,3.5
15/05/16,Palermo,Verona,H,1.2,7.0,13.0
15/05/16,Udinese,Carpi,A,2.3,3.4,3.1
